"","X","geplaatst","omschrijving","kunstenaar","locatie","wijk.buurt","materiaal","image","imageURL","type"
"833","Zuid_33","1941","De rustende atleet","Havermans, Jan Jan Havermans","Minervalaan","Apollobuurt","kalksteen","//upload.wikimedia.org/wikipedia/commons/thumb/8/85/Minervalaan_beeld.jpg/150px-Minervalaan_beeld.jpg","https://upload.wikimedia.org/wikipedia/commons/8/85/Minervalaan_beeld.jpg","NA"
"834","Zuid_34","1942","Jongen en meisje aan de wandel","Krop, Hildo Hildo Krop","Vondelpark","Oud-Zuid","onbekend","//upload.wikimedia.org/wikipedia/commons/thumb/3/37/Jongen_en_meisje_aan_de_wandel%2C_jongen.JPG/150px-Jongen_en_meisje_aan_de_wandel%2C_jongen.JPG","https://upload.wikimedia.org/wikipedia/commons/3/37/Jongen_en_meisje_aan_de_wandel%2C_jongen.JPG","NA"
"835","Zuid_35","1947","Pieter Corneliszoon Hooft","Sieger, Frits Frits Sieger","Stadhouderskade hoek Jan Luijkenstraat","Museumkwartier","kalksteen","//upload.wikimedia.org/wikipedia/commons/thumb/c/c4/Beeld_Pieter_Cornelisz_Hooft%2C_Amsterdam.jpeg/150px-Beeld_Pieter_Cornelisz_Hooft%2C_Amsterdam.jpeg","https://upload.wikimedia.org/wikipedia/commons/c/c4/Beeld_Pieter_Cornelisz_Hooft%2C_Amsterdam.jpeg","NA"
"837","Zuid_37","1954","De Beschermster van de Sociale Zorg en Gerechtigheid (links)","Wezelaar, Han Han Wezelaar","Rijksverzekeringsbank (tot 1990), Apollo House, Apollolaan","Apollobuurt","brons (3,60 m hoog)","//upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Apollo_House_Apollolaan_15_pic11.JPG/150px-Apollo_House_Apollolaan_15_pic11.JPG","https://upload.wikimedia.org/wikipedia/commons/a/ae/Apollo_House_Apollolaan_15_pic11.JPG","NA"
"838","Zuid_38","1954","De Beschermer van de Sociale Wetgeving (rechts)","Krop, Hildo Hildo Krop","Rijksverzekeringsbank (tot 1990), Apollo House, Apollolaan","Apollobuurt","brons (3,60 m hoog)","//upload.wikimedia.org/wikipedia/commons/thumb/6/64/Apollo_House_Apollolaan_15_pic8.JPG/150px-Apollo_House_Apollolaan_15_pic8.JPG","https://upload.wikimedia.org/wikipedia/commons/6/64/Apollo_House_Apollolaan_15_pic8.JPG","NA"
"839","Zuid_39","1954","Verzetsgroep","Havermans, Jan Jan Havermans","Apollolaan","Apollobuurt","brons","//upload.wikimedia.org/wikipedia/commons/thumb/f/fc/Monument_Jan_Havermans.jpg/150px-Monument_Jan_Havermans.jpg","https://upload.wikimedia.org/wikipedia/commons/f/fc/Monument_Jan_Havermans.jpg","NA"
"840","Zuid_4","1912","Hendrick de Keyser","Jacobs, Eduard Eduard Jacobs","Paulus Potterstraat (Stedelijk Museum)","Museumkwartier","onbekend","//upload.wikimedia.org/wikipedia/commons/thumb/8/87/Sculpture_at_the_Stedelijk_Museum_Amsterdam_01.JPG/150px-Sculpture_at_the_Stedelijk_Museum_Amsterdam_01.JPG","https://upload.wikimedia.org/wikipedia/commons/8/87/Sculpture_at_the_Stedelijk_Museum_Amsterdam_01.JPG","NA"
"841","Zuid_40","1956","Staande figuren","Vries, Leo de Leo de Vries","Prinses Irenestraat","Prinses Irenebuurt","natuursteen","//upload.wikimedia.org/wikipedia/commons/thumb/8/85/Staande_figuren_Leo_de_Vries.jpg/150px-Staande_figuren_Leo_de_Vries.jpg","https://upload.wikimedia.org/wikipedia/commons/8/85/Staande_figuren_Leo_de_Vries.jpg","NA"
"842","Zuid_41","1957","Gedenksteen voor oorlogsslachtoffers (Jan van Eijckstraat 47)","Rietbroek, Aart Aart Rietbroek","Rubensstraat / Jan van Eijckstraat","Apollobuurt","Frans kalksteen","//upload.wikimedia.org/wikipedia/commons/thumb/0/05/Oorlogsmonument_J_v_Eijckstraat%2C_Amsterdam%2C_Aart_Rietbroek.jpg/150px-Oorlogsmonument_J_v_Eijckstraat%2C_Amsterdam%2C_Aart_Rietbroek.jpg","https://upload.wikimedia.org/wikipedia/commons/0/05/Oorlogsmonument_J_v_Eijckstraat%2C_Amsterdam%2C_Aart_Rietbroek.jpg","NA"
"844","Zuid_43","1958","Teun de Jager","Bronner, Jan Jan Bronner","Vondelpark","Oud-Zuid","brons en kalksteen","//upload.wikimedia.org/wikipedia/commons/thumb/1/1b/Teun_de_Jager%2C_Vondelpark.JPG/150px-Teun_de_Jager%2C_Vondelpark.JPG","https://upload.wikimedia.org/wikipedia/commons/1/1b/Teun_de_Jager%2C_Vondelpark.JPG","NA"
"845","Zuid_44","1958","Water, Land, Licht","Meefout, Jan Jan Meefout","IJsbaanpad, aan de Schinkel","Stadionbuurt","kalksteen (op bakstenen)","//upload.wikimedia.org/wikipedia/commons/thumb/4/44/Water%2C_Land%2C_Licht_-_Meefout%2C_IJsbaanpad.jpg/150px-Water%2C_Land%2C_Licht_-_Meefout%2C_IJsbaanpad.jpg","https://upload.wikimedia.org/wikipedia/commons/4/44/Water%2C_Land%2C_Licht_-_Meefout%2C_IJsbaanpad.jpg","NA"
"846","Zuid_45","1960","Verticale compositie","Zweerus, Henk Henk Zweerus","Valeriusplein","Oud-Zuid","sierbeton","//upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Valeriusplein_pic2.JPG/150px-Valeriusplein_pic2.JPG","https://upload.wikimedia.org/wikipedia/commons/4/4a/Valeriusplein_pic2.JPG","NA"
"847","Zuid_46","1961","Gevelsteen hotel 'San Luchesio'","Karrer, René René Karrer","Waldeck Pyrmontlaan","Oud-Zuid","natuursteen","//upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Gevelsteen_Waldeck_Pyrmontlaan.jpg/150px-Gevelsteen_Waldeck_Pyrmontlaan.jpg","https://upload.wikimedia.org/wikipedia/commons/6/6e/Gevelsteen_Waldeck_Pyrmontlaan.jpg","NA"
"849","Zuid_48","1965","Figure découpée
of L'oiseau","Picasso, Pablo Pablo Picasso","Vondelpark","Oud-Zuid","beton","//upload.wikimedia.org/wikipedia/commons/thumb/7/78/Sculpture_in_the_Park.jpg/150px-Sculpture_in_the_Park.jpg","https://upload.wikimedia.org/wikipedia/commons/7/78/Sculpture_in_the_Park.jpg","NA"
"850","Zuid_49","1965","Cascade","Haber, Shamai Shamai Haber","Vondelpark","Oud-Zuid","graniet en leisteen","//upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Cascade%2C_Vondelpark.JPG/150px-Cascade%2C_Vondelpark.JPG","https://upload.wikimedia.org/wikipedia/commons/7/7c/Cascade%2C_Vondelpark.JPG","NA"
"851","Zuid_5","1914","Jacob Cornelisz. van Oostsanen","Ingen-Housz, Bon Bon Ingen-Housz","Paulus Potterstraat (Stedelijk Museum)","Museumkwartier","onbekend","//upload.wikimedia.org/wikipedia/commons/thumb/b/b0/Sculpture_at_the_Stedelijk_Museum_Amsterdam_03.JPG/150px-Sculpture_at_the_Stedelijk_Museum_Amsterdam_03.JPG","https://upload.wikimedia.org/wikipedia/commons/b/b0/Sculpture_at_the_Stedelijk_Museum_Amsterdam_03.JPG","NA"
"852","Zuid_50","1966","Hendrik Petrus Berlage","Krop, Hildo Hildo Krop","Victorieplein","Rivierenbuurt","hardsteen","//upload.wikimedia.org/wikipedia/commons/thumb/5/5e/Wolkenkrabber_voorzijde_-_Amsterdam_-_20021366_-_RCE.jpg/150px-Wolkenkrabber_voorzijde_-_Amsterdam_-_20021366_-_RCE.jpg","https://upload.wikimedia.org/wikipedia/commons/5/5e/Wolkenkrabber_voorzijde_-_Amsterdam_-_20021366_-_RCE.jpg","NA"
"853","Zuid_51","1968","Ruiter te paard","DeWitt, Floyd Floyd DeWitt","Buitenveldertselaan / Gijsbrecht van Aemstelpark","Buitenveldert","basaltlava, betonplaat, brons","//upload.wikimedia.org/wikipedia/commons/thumb/e/ee/Standbeeld_van_ruiter_in_park_-_Amsterdam_-_20535185_-_RCE.jpg/150px-Standbeeld_van_ruiter_in_park_-_Amsterdam_-_20535185_-_RCE.jpg","https://upload.wikimedia.org/wikipedia/commons/e/ee/Standbeeld_van_ruiter_in_park_-_Amsterdam_-_20535185_-_RCE.jpg","NA"
"854","Zuid_52","1969","The Long Hum","Niermeijer, Theo Theo Niermeijer","Buitenveldertselaan / Gijsbrecht van Aemstelpark","Buitenveldert","aluminium, beton en betonplaat","//upload.wikimedia.org/wikipedia/commons/thumb/7/73/Amsterdam_Niermeijer_01.JPG/150px-Amsterdam_Niermeijer_01.JPG","https://upload.wikimedia.org/wikipedia/commons/7/73/Amsterdam_Niermeijer_01.JPG","NA"
"855","Zuid_53","1969","Rembrandt","Wezelaar, Han Han Wezelaar","Amsteldijk bij de Borcht","Buitenveldert","brons","//upload.wikimedia.org/wikipedia/commons/thumb/1/14/Rembrandt_Kalfjeslaan.jpg/150px-Rembrandt_Kalfjeslaan.jpg","https://upload.wikimedia.org/wikipedia/commons/1/14/Rembrandt_Kalfjeslaan.jpg","NA"
"856","Zuid_54","1970","Kosmos","Hoorn, Wilhelmus van Wilhelmus van Hoorn","Vondelpark","Oud-Zuid","beton, brons en lavasteen","//upload.wikimedia.org/wikipedia/commons/thumb/6/67/Kosmos%2C_Vondelpark.JPG/150px-Kosmos%2C_Vondelpark.JPG","https://upload.wikimedia.org/wikipedia/commons/6/67/Kosmos%2C_Vondelpark.JPG","NA"
"858","Zuid_56","1973","Dorische zuilen","onbekend","Amstelpark, Romeinse tuin","Buitenveldert","beton, travertin","//upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Amstelpark_pillars.jpg/150px-Amstelpark_pillars.jpg","https://upload.wikimedia.org/wikipedia/commons/e/e8/Amstelpark_pillars.jpg","NA"
"859","Zuid_57","1974","Johan Cruijff en Berti Vogts","Zanten, Ek van Ek van Zanten","Olympisch Stadion","Stadionbuurt","brons","//upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Voetballers_Ek_van_Zanten.jpg/150px-Voetballers_Ek_van_Zanten.jpg","https://upload.wikimedia.org/wikipedia/commons/e/e8/Voetballers_Ek_van_Zanten.jpg","NA"
"860","Zuid_58","1975","Vrouwen van Ravensbrück","Guido Eckhardt, Joost van Santen en Frank Nix","Museumplein","Museumkwartier","ijzer","//upload.wikimedia.org/wikipedia/commons/thumb/3/34/Monument_Ravensbruck_Museumplein_Amsterdam.JPG/150px-Monument_Ravensbruck_Museumplein_Amsterdam.JPG","https://upload.wikimedia.org/wikipedia/commons/3/34/Monument_Ravensbruck_Museumplein_Amsterdam.JPG","NA"
"861","Zuid_59","1975","Liggende vrouw","Meefout, Jan Jan Meefout","Kastelenstraat","Buitenveldert","steen","//upload.wikimedia.org/wikipedia/commons/thumb/4/47/Amsterdam_Jan_Meefout_Liggende_vrouw.JPG/150px-Amsterdam_Jan_Meefout_Liggende_vrouw.JPG","https://upload.wikimedia.org/wikipedia/commons/4/47/Amsterdam_Jan_Meefout_Liggende_vrouw.JPG","NA"
"862","Zuid_6","1915","Pieter Aertsen","Reijn, Theo van Theo van Reijn","Paulus Potterstraat (Stedelijk Museum)","Museumkwartier","onbekend","//upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Sculpture_at_the_Stedelijk_Museum_Amsterdam_02.JPG/150px-Sculpture_at_the_Stedelijk_Museum_Amsterdam_02.JPG","https://upload.wikimedia.org/wikipedia/commons/1/1e/Sculpture_at_the_Stedelijk_Museum_Amsterdam_02.JPG","NA"
"863","Zuid_60","1975","Verschuivingen","Guntenaar, Ben Ben Guntenaar","Churchill-laan","Amsterdam-Zuid","travertijn","//upload.wikimedia.org/wikipedia/commons/thumb/7/77/Monument_op_de_Churchillaan_pic2.JPG/150px-Monument_op_de_Churchillaan_pic2.JPG","https://upload.wikimedia.org/wikipedia/commons/7/77/Monument_op_de_Churchillaan_pic2.JPG","NA"
"864","Zuid_61","1976","Tweedelig Steenplastiek","Müller, Dirk Dirk Müller","Martin Luther Kingpark","Rivierenbuurt","steen","//upload.wikimedia.org/wikipedia/commons/thumb/4/49/Dirk_M%C3%BCller_steenplastiek.jpg/150px-Dirk_M%C3%BCller_steenplastiek.jpg","https://upload.wikimedia.org/wikipedia/commons/4/49/Dirk_M%C3%BCller_steenplastiek.jpg","NA"
"866","Zuid_63","1978","Zigeunermonument Hel en vuur","Levano, Heleen Heleen Levano","Museumplein","Museumkwartier","brons","//upload.wikimedia.org/wikipedia/commons/thumb/7/79/Zigeunermonument_Hel_en_vuur_Amsterdam01.jpg/150px-Zigeunermonument_Hel_en_vuur_Amsterdam01.jpg","https://upload.wikimedia.org/wikipedia/commons/7/79/Zigeunermonument_Hel_en_vuur_Amsterdam01.jpg","NA"
"867","Zuid_64","1980","Amsterdam dankt zijn Canadezen","Baat, Jan de Jan de Baat","Apollolaan","Apollobuurt","staal","//upload.wikimedia.org/wikipedia/commons/thumb/8/81/Monument_voor_de_Canadese_militairen.JPG/150px-Monument_voor_de_Canadese_militairen.JPG","https://upload.wikimedia.org/wikipedia/commons/8/81/Monument_voor_de_Canadese_militairen.JPG","NA"
"868","Zuid_65","1980 (verwijderd 2016)","Opgelichte stoeptegels","Elderenbos, Rob Rob Elderenbos","De Boelelaan, hoek Van der Boechorststraat","Buitenveldert","cortenstaal en stoeptegels","//upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Opgelichte_stoeptegels.jpg/150px-Opgelichte_stoeptegels.jpg","https://upload.wikimedia.org/wikipedia/commons/8/8b/Opgelichte_stoeptegels.jpg","NA"
"869","Zuid_66","1980","Golvende plaat","Walraeven, Gerard Gerard Walraeven","Van Leijenberghlaan (7)","Buitenveldert","staal","//upload.wikimedia.org/wikipedia/commons/thumb/8/82/Kunst_bij_Van_Leijnberglaan.jpg/150px-Kunst_bij_Van_Leijnberglaan.jpg","https://upload.wikimedia.org/wikipedia/commons/8/82/Kunst_bij_Van_Leijnberglaan.jpg","NA"
"873","Zuid_7","1916","Joost Jansz. Bilhamer","Reijn, Theo van Theo van Reijn","Paulus Potterstraat (Stedelijk Museum)","Museumkwartier","onbekend","//upload.wikimedia.org/wikipedia/commons/thumb/5/53/Sculpture_at_the_Stedelijk_Museum_Amsterdam_04.JPG/150px-Sculpture_at_the_Stedelijk_Museum_Amsterdam_04.JPG","https://upload.wikimedia.org/wikipedia/commons/5/53/Sculpture_at_the_Stedelijk_Museum_Amsterdam_04.JPG","NA"
"874","Zuid_70","1984","Mama Baranka","Carrilho, Nelson Nelson Carrilho","Vondelpark","Oud-Zuid","brons","//upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Amsterdam_Nelson_Carrilho_Mama_Baranka.jpg/150px-Amsterdam_Nelson_Carrilho_Mama_Baranka.jpg","https://upload.wikimedia.org/wikipedia/commons/8/8e/Amsterdam_Nelson_Carrilho_Mama_Baranka.jpg","NA"
"875","Zuid_71","1984","Kindermonument","Menger, Truus Truus Menger","Gaaspstraat","Rivierenbuurt","brons","//upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Onthulling_kindermonument_gaaspstraat.jpg/150px-Onthulling_kindermonument_gaaspstraat.jpg","https://upload.wikimedia.org/wikipedia/commons/1/1e/Onthulling_kindermonument_gaaspstraat.jpg","NA"
"876","Zuid_72","1984","Blauwe Linten","Mulder, Jan Jacobs Jan Jacobs Mulder","De Boelelaan / hoofdingang en polikliniekingang VUmc","Buitenveldert","drie blauw geschilderde gebogen stalen balken","//upload.wikimedia.org/wikipedia/commons/thumb/5/51/Blauwe_linten.jpg/150px-Blauwe_linten.jpg","https://upload.wikimedia.org/wikipedia/commons/5/51/Blauwe_linten.jpg","NA"
"878","Zuid_74","1986","Primum Movens Ultimum Moriens","Arend, Lucien den Lucien den Arend","Minervaplein","Oud-Zuid","roestvast staal","//upload.wikimedia.org/wikipedia/commons/thumb/0/0c/Lucien_den_Arend_Minervaplein_Amsterdam.jpg/150px-Lucien_den_Arend_Minervaplein_Amsterdam.jpg","https://upload.wikimedia.org/wikipedia/commons/0/0c/Lucien_den_Arend_Minervaplein_Amsterdam.jpg","NA"
"879","Zuid_75","1988","Goede verzorging van een zwerfsteen","Breed, Peter Peter Breed","VU, campus; in de siervijver","Buitenveldert","watersculptuur van graniet, zwerfkei","//upload.wikimedia.org/wikipedia/commons/thumb/1/15/Goede_verzorging_van_een_zwerfsteen.jpg/150px-Goede_verzorging_van_een_zwerfsteen.jpg","https://upload.wikimedia.org/wikipedia/commons/1/15/Goede_verzorging_van_een_zwerfsteen.jpg","NA"
"880","Zuid_76","1989","Waterchips","Langendorff, Cees Cees Langendorff","VU, campus","Buitenveldert","aluminium","//upload.wikimedia.org/wikipedia/commons/thumb/3/39/Waterchips.jpg/150px-Waterchips.jpg","https://upload.wikimedia.org/wikipedia/commons/3/39/Waterchips.jpg","NA"
"881","Zuid_77","1990","Mahatma Gandhi","Gomes, Karel Karel Gomes","Churchill-laan","Rivierenbuurt","brons","//upload.wikimedia.org/wikipedia/commons/thumb/9/98/Gandhi_churchilllaan.jpg/150px-Gandhi_churchilllaan.jpg","https://upload.wikimedia.org/wikipedia/commons/9/98/Gandhi_churchilllaan.jpg","NA"
"883","Zuid_79","1993","Zuilen","Duijn, Henk Henk Duijn","Gerard Douplein","De Pijp","beton, brons, glas, messing","//upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Drie_zuilen_van_Henk_Duijn.jpg/150px-Drie_zuilen_van_Henk_Duijn.jpg","https://upload.wikimedia.org/wikipedia/commons/c/ce/Drie_zuilen_van_Henk_Duijn.jpg","NA"
"884","Zuid_8","1920","Jacob van Campen","Hesselink, Abraham Abraham Hesselink","Paulus Potterstraat (Stedelijk Museum)","Museumkwartier","onbekend","//upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Sculpture_at_the_Stedelijk_Museum_Amsterdam_08.JPG/150px-Sculpture_at_the_Stedelijk_Museum_Amsterdam_08.JPG","https://upload.wikimedia.org/wikipedia/commons/4/4e/Sculpture_at_the_Stedelijk_Museum_Amsterdam_08.JPG","NA"
"885","Zuid_80","1996","Pacific","Jonk, Nic Nic Jonk","Marie Heinekenplein","De Pijp","brons","//upload.wikimedia.org/wikipedia/commons/thumb/2/28/Pacific_Nic_Jonk_Marie_Heinekenplein_Amsterdam.JPG/150px-Pacific_Nic_Jonk_Marie_Heinekenplein_Amsterdam.JPG","https://upload.wikimedia.org/wikipedia/commons/2/28/Pacific_Nic_Jonk_Marie_Heinekenplein_Amsterdam.JPG","NA"
"888","Zuid_83","1996","Vormen","Eikelenboom, Alfred Alfred Eikelenboom","Europaboulevard Rotonde Van Boshuizenstraat","Buitenveldert","onbekend","//upload.wikimedia.org/wikipedia/commons/thumb/4/40/Vormen_Eikelenboom.jpg/150px-Vormen_Eikelenboom.jpg","https://upload.wikimedia.org/wikipedia/commons/4/40/Vormen_Eikelenboom.jpg","NA"
"889","Zuid_84","1997","Lady Solid ('Waternet-meisje')","Bensca, Caro Caro Bensca","Amstelveenseweg 594, bij pompstation van Waternet","Buitenveldert","watersculptuur van brons","//upload.wikimedia.org/wikipedia/commons/thumb/b/b3/Lady_Solid.jpg/150px-Lady_Solid.jpg","https://upload.wikimedia.org/wikipedia/commons/b/b3/Lady_Solid.jpg","NA"
"894","Zuid_89","2004","Hommage aan Paradjanov","Puckey, Thom Thom Puckey","Vredeskerkplein (Pijnackerstraat / Van Hilligaertstraat)","De Pijp","brons en marmer","//upload.wikimedia.org/wikipedia/commons/thumb/8/82/Vredeskerkplein.jpg/150px-Vredeskerkplein.jpg","https://upload.wikimedia.org/wikipedia/commons/8/82/Vredeskerkplein.jpg","NA"
"895","Zuid_9","1922","Thomas de Keyser","Vos, Charles Charles Vos","Paulus Potterstraat (Stedelijk Museum)","Museumkwartier","onbekend","//upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Sculpture_at_the_Stedelijk_Museum_Amsterdam_06.JPG/150px-Sculpture_at_the_Stedelijk_Museum_Amsterdam_06.JPG","https://upload.wikimedia.org/wikipedia/commons/3/3e/Sculpture_at_the_Stedelijk_Museum_Amsterdam_06.JPG","NA"
"896","Zuid_90","2005","Anne Frank","Schepp, Jet Jet Schepp","Merwedeplein","Rivierenbuurt","brons","//upload.wikimedia.org/wikipedia/commons/thumb/3/31/Standbeeld_Anne_Frank_-_Merwedeplein_-_Amsterdam.jpg/150px-Standbeeld_Anne_Frank_-_Merwedeplein_-_Amsterdam.jpg","https://upload.wikimedia.org/wikipedia/commons/3/31/Standbeeld_Anne_Frank_-_Merwedeplein_-_Amsterdam.jpg","NA"
"897","Zuid_91","2005","André Hazes","'made in China'","Albert Cuypstraat / hoek Eerste Sweelinckstraat","De Pijp","brons","//upload.wikimedia.org/wikipedia/commons/thumb/f/f1/Amsterdam_Andr%C3%A9_Hazes.jpg/150px-Amsterdam_Andr%C3%A9_Hazes.jpg","https://upload.wikimedia.org/wikipedia/commons/f/f1/Amsterdam_Andr%C3%A9_Hazes.jpg","NA"
"899","Zuid_93","2006","Big Talk","Poppinga , Wim Wim Poppinga","Amstelpark, noordelijke entree","Buitenveldert","gelakt staal","//upload.wikimedia.org/wikipedia/commons/thumb/c/cc/Amstelpark_entrance1.jpg/150px-Amstelpark_entrance1.jpg","https://upload.wikimedia.org/wikipedia/commons/c/cc/Amstelpark_entrance1.jpg","NA"
"901","Zuid_95","2006","Entree Rozenoord","Lanters, Carel Carel Lanters","Amstelpark, entree","Buitenveldert","gelakt staal","//upload.wikimedia.org/wikipedia/commons/thumb/6/6b/Amstelpark_entrance2.jpg/150px-Amstelpark_entrance2.jpg","https://upload.wikimedia.org/wikipedia/commons/6/6b/Amstelpark_entrance2.jpg","NA"
"903","Zuid_97","2006","De onbekende verliezer","Katzir, Ram Ram Katzir","Marathonweg","Marathonbuurt","graniet","//upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Marathonweg_Achillesstraat_foto_6.jpg/150px-Marathonweg_Achillesstraat_foto_6.jpg","https://upload.wikimedia.org/wikipedia/commons/1/1d/Marathonweg_Achillesstraat_foto_6.jpg","NA"
"904","Zuid_98","2008","Nachtwacht","Couwenbergh, Lisa Lisa Couwenbergh","Eerste van der Helststraat (4) / Tweede Jacob van Campenstraat","De Pijp","onbekend","//upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Nachtwacht_Lisa_Couwenbergh_Eerste_van_der_Helststraat_Amsterdam.jpg/150px-Nachtwacht_Lisa_Couwenbergh_Eerste_van_der_Helststraat_Amsterdam.jpg","https://upload.wikimedia.org/wikipedia/commons/a/a9/Nachtwacht_Lisa_Couwenbergh_Eerste_van_der_Helststraat_Amsterdam.jpg","NA"
"905","Zuid_99","2009","Vondelfontein","Walraad, Jan Willem Jan Willem Walraad","Vondelpark","Oud-Zuid","natuursteen","//upload.wikimedia.org/wikipedia/commons/thumb/5/58/Vondelfontein.JPG/150px-Vondelfontein.JPG","https://upload.wikimedia.org/wikipedia/commons/5/58/Vondelfontein.JPG","NA"
"906","Zuidoost_1","1967 / 1984","Koningin Wilhelmina als 10-jarig meisje","Andriessen, Mari Mari Andriessen","AMC (1967: Wilhelmina Gasthuis, 1984: AMC) [1]","Bullewijk","brons","//upload.wikimedia.org/wikipedia/commons/thumb/2/25/Wilhelmina_AMC2.JPG/150px-Wilhelmina_AMC2.JPG","https://upload.wikimedia.org/wikipedia/commons/2/25/Wilhelmina_AMC2.JPG","NA"
"907","Zuidoost_10","1976","Growing X [7]","Koren, Shlomo Shlomo Koren","Bijlmerpark","Bijlmermeer","aluminium buizen","//upload.wikimedia.org/wikipedia/commons/thumb/7/78/Growing_X_Shlomo_1976.JPG/150px-Growing_X_Shlomo_1976.JPG","https://upload.wikimedia.org/wikipedia/commons/7/78/Growing_X_Shlomo_1976.JPG","NA"
"908","Zuidoost_11","1976","De ontmoeting"" (liggend vrouwfiguur)","Meefout, Jan Jan Meefout","Kantershof, nabij Bijlmerweide","Bijlmermeer","natuursteen","//upload.wikimedia.org/wikipedia/commons/thumb/d/db/Ontmoeting_meefout.jpg/150px-Ontmoeting_meefout.jpg","https://upload.wikimedia.org/wikipedia/commons/d/db/Ontmoeting_meefout.jpg","NA"
"909","Zuidoost_12","1976","Piramide 71[8]","Goossen, Jan Jan Goossen","Metrostation Gaasperplas","Gaasperdam","roestvast staal","//upload.wikimedia.org/wikipedia/commons/thumb/d/d3/Amsterdam_Gaasperpark_002.JPG/150px-Amsterdam_Gaasperpark_002.JPG","https://upload.wikimedia.org/wikipedia/commons/d/d3/Amsterdam_Gaasperpark_002.JPG","NA"
"910","Zuidoost_13","1977","Monument voor de stad Amsterdam[9]","Engels, Pieter Pieter Engels","Professor Joop van Stigtpark: Gouden Leeuw (grasveld)","Bijlmermeer","Zweeds graniet, beton en roestvast staal","//upload.wikimedia.org/wikipedia/commons/thumb/6/68/Engels_en_Amsterdam_1977_groeten_Amsterdam_2477.JPG/150px-Engels_en_Amsterdam_1977_groeten_Amsterdam_2477.JPG","https://upload.wikimedia.org/wikipedia/commons/6/68/Engels_en_Amsterdam_1977_groeten_Amsterdam_2477.JPG","NA"
"911","Zuidoost_14","1977","Wolken","Perridon, Raymond Raymond Perridon","Kantershof, nabij Bijlmerweide","Bijlmermeer","staalplaat, roestvast staal, beton en koper[10]","//upload.wikimedia.org/wikipedia/commons/thumb/8/86/Wolken_-_Bijlmerweide.JPG/150px-Wolken_-_Bijlmerweide.JPG","https://upload.wikimedia.org/wikipedia/commons/8/86/Wolken_-_Bijlmerweide.JPG","NA"
"912","Zuidoost_15","1977","""Papieren"" bootje","Kuipers, J. J. Kuipers","Bijlmerweide","Bijlmermeer","roestvast staal en zwerfkeien","//upload.wikimedia.org/wikipedia/commons/thumb/0/04/Papieren_bootje_Bijlmerweide_staal_met_keien_onder_water.JPG/150px-Papieren_bootje_Bijlmerweide_staal_met_keien_onder_water.JPG","https://upload.wikimedia.org/wikipedia/commons/0/04/Papieren_bootje_Bijlmerweide_staal_met_keien_onder_water.JPG","NA"
"913","Zuidoost_16","1977","Spiraalobject (monolinear)","Manson, Maarten Maarten Manson","Bijlmerweide","Bijlmermeer","roestvast staal","//upload.wikimedia.org/wikipedia/commons/thumb/a/aa/Monolinear_Bijlmerweide1.JPG/150px-Monolinear_Bijlmerweide1.JPG","https://upload.wikimedia.org/wikipedia/commons/a/aa/Monolinear_Bijlmerweide1.JPG","NA"
"914","Zuidoost_17","1977","Natuurkracht","Heemsbergen, Kor Kor Heemsbergen","Bijlmerpark","Bijlmermeer","cortenstalen platen in de vorm van de Griekse letter Omega en blauw hardsteen/ruwe stenen","//upload.wikimedia.org/wikipedia/commons/thumb/6/6b/Natuurkracht_Bijlmerpark.JPG/150px-Natuurkracht_Bijlmerpark.JPG","https://upload.wikimedia.org/wikipedia/commons/6/6b/Natuurkracht_Bijlmerpark.JPG","NA"
"915","Zuidoost_18","1978","Reeks 'vergeten' bakstenen koffers en valiezen","Mes, Antoine Antoine Mes","Metrostation Gaasperplas","Gaasperdam","baksteen","//upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Zonder_titel_Antoine_Mes_Metrostation_Gaasperplas_Amsterdam_2.jpg/150px-Zonder_titel_Antoine_Mes_Metrostation_Gaasperplas_Amsterdam_2.jpg","https://upload.wikimedia.org/wikipedia/commons/c/c7/Zonder_titel_Antoine_Mes_Metrostation_Gaasperplas_Amsterdam_2.jpg","NA"
"916","Zuidoost_19","1978","Erectus","Erwin de Vries Erwin de Vries","Geldershoofd en Gravestein","Bijlmermeer","aluminium","//upload.wikimedia.org/wikipedia/commons/thumb/4/43/Geldershoofd_en_Gravestein1.JPG/150px-Geldershoofd_en_Gravestein1.JPG","https://upload.wikimedia.org/wikipedia/commons/4/43/Geldershoofd_en_Gravestein1.JPG","NA"
